,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
128,Jakarta Utara,KOJA,TUGU SELATAN,3.0,0.0,0.0,0.0,10 - 20 cm,"16, 21 - 22
(3 Hari)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Jakarta Utara,PENJARINGAN,PEJAGALAN,1.0,0.0,0.0,0.0,30 cm,"19
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Jakarta Utara,PENJARINGAN,PENJARINGAN,1.0,0.0,0.0,0.0,30 - 40 cm,"21 - 22
(2 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Jakarta Utara,TANJUNG PRIOK,TANJUNG PRIUK,4.0,0.0,0.0,0.0,30 cm,"17
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Jakarta Barat,KEBON JERUK,APA DUA,08,1.0,0.0,0.0,0,20 - 30 cm,"10 - 11
(2 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,"01, 02, 03",3.0,0.0,0.0,0,10 - 70 cm,"10
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,011,1.0,0.0,0.0,0,30 - 40 cm,"10
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,012,1.0,0.0,0.0,0,10 - 40 cm,"10
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Jakarta Timur,DUREN SAWIT,KLENDER,011,1.0,0.0,0.0,0,20 - 30 cm,"11
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW.  07, 08, ",2.0,3.0,45.0,0,10 - 50 cm,"10 Juli 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,RW. 05,1.0,2.0,0.0,0,05 - 10 cm,23 Juli 2017                                                                        (1 Hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Jakarta Timur,JATINEGARA,BIDARA CINA,"RW. 07, 11",2.0,7.0,0.0,0,10 - 20 cm,"10 Juli 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW. 04, 05, 07, 08",4.0,21.0,206.0,705,5 - 50 cm,"10, 28, 29 Juli 2017
(3 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Jakarta Timur,KRAMAT JATI,CAWANG,"RW. 01, 02, 03, 05,",4.0,17.0,0.0,0,10 - 80 cm,"10 Juli 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Jakarta Timur,MAKASSAR,CIPINANG MELAYU,"RW 03, 04",2.0,10.0,0.0,0,10 - 30 cm,"10 Juli 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Jakarta Timur,CIRACAS,CIBUBUR,"RW 03, 10, 12",3.0,8.0,0.0,0,10 - 50 cm,29 Juli 2017                                                                         (1 Hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Jakarta Timur,CIRACAS,CIRACAS,"RW 03, 04, 05, 06",4.0,7.0,0.0,0,20 - 30 cm,29 Juli 2017                                                                         (1 Hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW. 06, 07, 08, 10",4.0,6.0,22.0,0,10 - 40 cm,"6 Juni 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Jakarta Selatan,TEBET,KEBON BARU,RW. 10,1.0,2.0,0.0,0,10 cm,"6 Juni 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Jakarta Timur,JATINEGARA,BIDARA CINA,"RW. 05, 11",2.0,8.0,0.0,0,10 - 15 cm,"6 Juni 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW. 04, 05, 07, 08",4.0,27.0,251.0,856,10 - 110 cm,"6 Juni 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Jakarta Timur,KRAMAT JATI,CAWANG,"RW. 01, 02, 03, 05, 08, 12",6.0,28.0,1136.0,3691,10 - 60 cm,"6 Juni 2017
(1 Hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Jakarta Barat,CENGKARENG,DURI KOSAMBI,"RW 04, 05, 06",3.0,0.0,0.0,0,0 - 50 cm,23 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Jakarta Barat,CENGKARENG,RAWA BUAYA,"RW 01, 02, 04",3.0,0.0,0.0,0,30 - 50 cm,23 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Jakarta Barat,KALI DERES,SEMANAN,RW 06,1.0,0.0,0.0,0,10 - 20 cm,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 01,1.0,0.0,0.0,0,20 - 120 cm,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,RW 01,1.0,0.0,0.0,0,5 - 10 cm,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Jakarta Pusat,KEMAYORAN,KEBON KOSONG,RW 05,1.0,0.0,0.0,0,5 - 10 cm,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Jakarta Selatan,CILANDAK,CILANDAK BARAT,RW 02,1.0,0.0,0.0,0,100 cm,1 - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Jakarta Selatan,CILANDAK,PONDOK LABU,"RW 01, 03, 07, 09, 010",5.0,0.0,0.0,0,140 - 160 cm,1 - 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Jakarta Selatan,KEBAYORAN BARU,CIPETE UTARA,"RW 06, 07, 09, 010",4.0,0.0,0.0,0,60 - 80 cm,2 - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,"RW 02, 03",2.0,0.0,0.0,0,20 - 40 cm,1 - 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,RW 010,1.0,0.0,0.0,0,10 - 100 cm,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,RW 05,1.0,0.0,0.0,0,30 - 80 cm,"2 - 3, 8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"RW 02, 03, 04",3.0,0.0,0.0,0,70 - 100 cm,1 - 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Jakarta Selatan,PANCORAN,KALIBATA,RW 05,1.0,0.0,0.0,0,50 - 100 cm,1 - 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Jakarta Selatan,PANCORAN,PENGADEGAN,RW 01,1.0,0.0,0.0,0,50 - 100 cm,"1 - 2, 8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Jakarta Selatan,PANCORAN,RAWAJATI,RW 07,1.0,0.0,0.0,0,50 cm,1 - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"RW 01, 03, 04",3.0,0.0,0.0,65,100 - 120 cm,1 - 4,0.0,0.0,0.0,0.0,65.0,2.0,0.0,0.0
167,Jakarta Selatan,PASAR MINGGU,JATI PADANG,"RW 02, 03, 04, 05, 06, 08, 010",7.0,0.0,0.0,0,60 - 100 cm,1 - 2,0.0,0.0,0.0,0.0,1735.0,6.0,0.0,0.0
168,Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,"RW 02, 03, 04, 05, 06, 07",6.0,0.0,32.0,120,80 cm,1 - 2,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0
169,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW 02,1.0,0.0,0.0,0,60 cm,1 - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW 05, 06, 07, 08, 010",5.0,0.0,105.0,232,40 cm,"1 - 2, 8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,"RW 01, 05",2.0,0.0,1027.0,3266,75 cm,"1 - 3, 17 - 18",0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0
172,Jakarta Selatan,TEBET,BUKIT DURI,"RW 010, 011, 012",3.0,0.0,0.0,0,30 - 40 cm,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Jakarta Selatan,TEBET,KEBON BARU,RW 012,1.0,0.0,0.0,0,5 - 10 cm,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Jakarta Timur,CAKUNG,CAKUNG TIMUR,RW 09,1.0,0.0,0.0,0,50 - 70 cm,18 - 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Jakarta Timur,CAKUNG,RAWA TERATE,"RW 04, 05",2.0,0.0,0.0,0,0 - 50 cm,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Jakarta Timur,CIRACAS,CIBUBUR,"RW 02, 03, 010, 012",4.0,0.0,0.0,0,20 - 80 cm,1 - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Jakarta Timur,CIRACAS,RAMBUTAN,RW 06,1.0,0.0,0.0,0,40 cm,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Jakarta Timur,DUREN SAWIT,DUREN SAWIT,"RW 04, 05, 010",3.0,0.0,0.0,0,20 - 30 cm,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Jakarta Timur,JATINEGARA,BIDARA CINA,"RW 06, 07, 011",3.0,0.0,647.0,1823,75 - 120 cm,8 - 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Jakarta Timur,JATINEGARA,CIPINANG BESAR SELATAN,RW 010,1.0,0.0,0.0,0,30 cm,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Jakarta Timur,JATINEGARA,CIPINANG MUARA,"RW 03, 04, 013",3.0,0.0,0.0,0,50 cm,"2 - 3, 28",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW 04, 05, 07, 08",4.0,0.0,243.0,828,20 - 90 cm,"1 - 2, 8 - 9, 18",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Jakarta Timur,KRAMAT JATI,CAWANG,"RW 01, 02, 03, 05, 08",5.0,0.0,1178.0,3832,30 - 100 cm,7 - 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Jakarta Timur,KRAMAT JATI,CILILITAN,"RW 06, 07, 016",3.0,0.0,0.0,0,40 - 100 cm,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Jakarta Timur,MAKASAR,CIPINANG MELAYU,"RW 03, 04, 07",3.0,0.0,0.0,0,25 - 70 cm,"1 - 3, 7 - 8, 18, 23",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Jakarta Timur,MAKASAR,HALIM PERDANA KUSUMA,RW 05,1.0,0.0,0.0,0,5 - 15 cm,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Jakarta Timur,MAKASAR,MAKASAR,RW 05,1.0,0.0,0.0,0,5 - 15 cm,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Jakarta Timur,PASAR REBO,CIJANTUNG,RW 01,1.0,0.0,0.0,0,40 cm,1 - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Jakarta Timur,PASAR REBO,PEKAYON,RW 07,1.0,0.0,0.0,0,90 cm,1 - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Jakarta Barat,KEC. CENGKARENG,DURI KOSAMBI,RW. 08,1.0,0.0,0.0,0,10 - 30 cm,1 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Jakarta Barat,KEC. CENGKARENG,RAWA BUAYA,"RW. 02, RW. 04",2.0,7.0,0.0,0,25 s/d 40 cm,7 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Jakarta Barat,KEC. KEMBANGAN ,JOGLO,RW. 01,1.0,0.0,0.0,0,10 s/d 30 cm,7 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Jakarta Barat,KEC. KEMBANGAN ,KEMBANGAN UTARA,"RW. 01, RW. 02, RW. 03, RW. 04, RW 09",5.0,8.0,5.0,20,10 s/d 80 cm,7 Mei (1 hari),0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0
194,Jakarta Barat,KEC. KEMBANGAN ,KEMBANGAN SELATAN,RW. 03,1.0,0.0,0.0,0,10 s/d 50 cm,7 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Jakarta Barat,KEC. KEMBANGAN ,MERUYA SELATAN,RW. 10,1.0,0.0,0.0,0,10 s/d 30 cm,7 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Jakarta Barat,KEC. PALMERAH,SLIPI,RW. 03,1.0,0.0,0.0,0,10 s/d 30 cm,7 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Jakarta Barat,KEC. KEBON JERUK,KEDOYA SELATAN,RW. 05,1.0,1.0,0.0,0,50 s/d 70 cm,7 Mei (1 hari),0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0
198,Jakarta Selatan,KEC. CILANDAK,LEBAK BULUS,"RW. 02, RW. 08",2.0,0.0,0.0,0,10 - 50 cm,"1 Mei (1 hari), 7 Mei (1 hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Jakarta Selatan,KEC. CILANDAK,PONDOK LABU,"RW. 01, RW. 03, RW. 07, RW. 10",4.0,11.0,0.0,0,5 s/d 120 cm,4 - 5  Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Jakarta Selatan,KEC. MAMPANG PRAPATAN,BANGKA,RW. 04,1.0,1.0,0.0,0,80 cm,1 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Jakarta Selatan,KEC. JAGAKARSA,SRENGSENG SAWAH,RW. 07,1.0,0.0,0.0,0,10 s/d 30 cm,2 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Jakarta Selatan,KEC. JAGAKARSA,CIPEDAK,RW. 05,1.0,2.0,0.0,0,30 cm,4 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Jakarta Selatan,KEC. PASAR MINGGU,CILANDAK TIMUR,"RW. 01, RW. 03",2.0,3.0,0.0,0,20 s/d 65 cm,4 - 5 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Jakarta Selatan,KEC. PASAR MINGGU,PEJATEN TIMUR,"RW. 05, RW. 06, RW. 08",3.0,3.0,0.0,0,10 s/d 20 cm,4 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Jakarta Selatan,KEC. PASAR MINGGU,JATIPADANG,RW. 04,1.0,1.0,0.0,0,20 s/d 40 cm,5 - 6 Mei (2 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Jakarta Selatan,KEC. KEBAYORAN LAMA,PONDOK PINANG,RW. 05,1.0,4.0,0.0,0,20 s/d 40 cm,6 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Jakarta Timur,KEC. CAKUNG,CAKUNG TIMUR,RW. 12,1.0,0.0,0.0,0,10 s/d 40 cm,1 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Jakarta Timur,KEC. PASAR REBO,CIJANTUNG,RW. 01,1.0,1.0,0.0,0,20 s/d 60 cm,2 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Jakarta Timur,KEC. JATINEGARA,KAMPUNG MELAYU,"RW. 04, RW. 05, RW. 07, RW. 08",4.0,25.0,246.0,835,5 s/d 110 cm,"2 Mei (1 hari), 4 Mei (1 hari), 6 Mei (1 hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Jakarta Timur,KEC. CIRACAS,RAMBUTAN,"RW. 02, RW. 03, RW. 06",3.0,3.0,0.0,0,20 s/d 30 cm,2 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Jakarta Timur,KEC. CIRACAS,SUSUKAN,"RW. 03, RW. 04",2.0,2.0,0.0,0,30 s/d 40 cm,2 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Jakarta Timur,KEC. CIRACAS,CIRACAS,RW 10,1.0,1.0,0.0,0,10 s/d 30 cm,2 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Jakarta Timur,KEC. MAKASAR,HALIM PERDANA KUSUMA,"RW. 05, RW. 07",2.0,0.0,0.0,0,5 cm,2 Mei (1 hari),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Jakarta Timur,KEC. KRAMAT JATI,CAWANG,"RW. 01, RW. 02, RW. 03, RW. 05, RW. 08",5.0,20.0,805.0,2565,5 s/d 60 cm,"4 Mei (1 hari), 5 - 6 Mei (2 hari)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Jakarta Barat,CENGKARENG,KAPUK,5,1.0,1.0,0.0,0,20 - 40 cm,TGL 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Jakarta Barat,CENGKARENG,CENGKARENG TIMUR,"3, 13",2.0,2.0,0.0,0,30 - 40 cm,TGL 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Jakarta Barat,CENGKARENG,RAWA BUAYA,"01, 02, 05, 011",4.0,5.0,0.0,0,10 - 50 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"08, 09",2.0,2.0,0.0,0,10 - 30 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Jakarta Barat,KEMBANGAN,SRENGSENG,"01, 02, 05, 07, 08",5.0,5.0,0.0,0,20 - 50 cm,"TGL 12, 17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"03, 05",2.0,6.0,0.0,0,30 - 70 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,8,1.0,4.0,0.0,0,25 cm,TGL 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Jakarta Barat,KEBON JERUK,DURI KEPA,"02, 013",2.0,2.0,0.0,0,10 - 40 cm,"TGL 13, 17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,"02, 05",2.0,2.0,0.0,0,10 - 30 cm,TGL 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Jakarta Barat,GROGOL PETAMBURAN,WIJAYA KUSUMA,8,1.0,1.0,0.0,0,20 - 25 cm,TGL 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,4,1.0,1.0,0.0,0,10 - 20 cm,TGL 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Jakarta Selatan,PASAR MINGGU,JATI PADANG,"02, 05, 06",3.0,3.0,19.0,40,10 - 60 cm,"TGL 12, 13, 21, 22, 30",0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0
227,Jakarta Selatan,PASAR MINGGU,RAGUNAN,2,1.0,1.0,0.0,0,10 - 70 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"01, 03",2.0,3.0,13.0,34,70 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0
229,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"07, 08",2.0,3.0,0.0,0,20 - 50 cm,TGL 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Jakarta Selatan,PANCORAN,PENGADEGAN,1,1.0,1.0,0.0,0,30 cm,TGL 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,"01, 02, 03, 04, 05, 07, 08",7.0,11.0,886.0,3186,10 - 150 cm,"TGL 09, 10, 12, 13, 16, 17",0.0,0.0,0.0,0.0,430.0,6.0,0.0,0.0
232,Jakarta Selatan,PESANGGRAHAN,BINTARO,"01, 03, 04, 06, 09",5.0,5.0,15.0,60,10 - 80 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0
233,Jakarta Selatan,PESANGGRAHAN,PETUKANGAN UTARA,"08, 09",2.0,3.0,0.0,0,30 - 40 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Jakarta Selatan,PESANGGRAHAN,PETUKANGAN SELATAN,6,1.0,1.0,197.0,788,30 - 90 cm,"TGL 16, 17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,"06, 07, 10",3.0,3.0,0.0,0,30 - 50 cm,"TGL 09, 12, 13, 16, 17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"01, 05, 06",3.0,3.0,0.0,0,10 - 50 cm,"TGL 09, 12, 13, 16, 17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,5,1.0,1.0,0.0,0,10 - 50 cm,TGL 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Jakarta Selatan,KEBAYORAN BARU,CIPETE UTARA,6,1.0,3.0,0.0,0,25 cm,TGL 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,3,1.0,1.0,0.0,0,10 - 20 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Jakarta Selatan,CILANDAK,CILANDAK BARAT,"05, 09",2.0,2.0,0.0,0,10 - 40 cm,"TGL 12, 13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Jakarta Selatan,CILANDAK,LEBAK BULUS,5,1.0,1.0,0.0,0,10 - 40 cm,TGL 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"02, 03, 04",3.0,3.0,0.0,0,20 - 100 cm,TGL 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"04,05,07,08",4.0,21.0,213.0,724,5 - 80 cm,"TGL 07, 10, 17, 18",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Jakarta Timur,JATINEGARA,BIDARA CINA,"05, 07, 08, 011",4.0,28.0,592.0,1673,10 - 60 cm,TGL 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Jakarta Timur,KRAMAT JATI,CAWANG,"01, 02, 03, 05, 08",5.0,23.0,0.0,0,10 - 50 cm,"TGL 07, 18",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Jakarta Timur,KRAMAT JATI,CILILITAN,"06, 07",2.0,6.0,0.0,0,20 - 50 cm,TGL 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Jakarta Timur,MAKASAR,CIPINANG MELAYU,"03, 04",2.0,11.0,0.0,0,10 cm,"TGL 19, 20",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Jakarta Utara,TANJUNG PRIOK,SUNTER JAYA,11,1.0,1.0,0.0,0,10 - 30 cm,TGL 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Jakarta Utara,PENJARINGAN,PENJARINGAN,"03, 08, 17",3.0,3.0,0.0,0,10 - 15 cm,"TGL 7, 17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Jakarta Utara,PENJARINGAN,PLUIT,1,1.0,1.0,0.0,0,20 - 40 cm,"TGL 6, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Jakarta Utara,PENJARINGAN,KAMAL MUARA,"01, 04",2.0,2.0,0.0,0,20 - 40 cm,"TGL 6, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Jakarta Barat,KEC. KEBON JERUK,SUKABUMI SELATAN,RW. 04,1.0,1.0,0.0,0,10 s/d 70 cm,tgl. 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Jakarta Selatan,KEC. MAMPANG PRAPATAN,BANGKA,"RW. 02, 03, 04",3.0,4.0,0.0,0,20 s/d 80 cm,"tgl. 9, 19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Jakarta Selatan,KEC. PANCORAN,PANCORAN,RW. 04,1.0,1.0,0.0,0,70 s/d 100 cm,tgl. 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Jakarta Selatan,KEC. CILANDAK,PONDOK LABU,"RW. 01, 02, 07, 09, 10",5.0,9.0,0.0,0,40 s/d 70 cm,"tgl, 18",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Jakarta Selatan,KEC. PASAR MINGGU,JATI PADANG,"RW. 02, 03, 06",3.0,6.0,15.0,0,10 s/d 60 cm,"tgl. 19, 20, 23",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Jakarta Selatan,KEC. PASAR MINGGU,CILANDAK TIMUR,"RW. 01, 03, 04",3.0,5.0,0.0,0,20 s/d 105 cm,tgl. 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
